id,value,feed_id,created_at,lat,lon,ele
0FVCPH8QABKY0R591GZ84XY4VX,1,3047111,2025-03-31 06:34:16 UTC,,,
0FVCPH9AG0E8BDS9V1H2QTA7X5,0,3047111,2025-03-31 06:34:18 UTC,,,
0FVCPH9FM40XD48M5X19DNP281,0,3047111,2025-03-31 06:34:18 UTC,,,
0FVCPH9SMSFE822FGN4SWPEC7B,1,3047111,2025-03-31 06:34:19 UTC,,,
0FVCPHRJVE9J1ETNJDHYWDA2FY,0,3047111,2025-03-31 06:35:08 UTC,,,
0FVCPHRQRDYGD3SPKQ0SJ527D4,1,3047111,2025-03-31 06:35:08 UTC,,,
0FVCPHRXG5Q8D1Q2Y199E94SG5,0,3047111,2025-03-31 06:35:09 UTC,,,
0FVCPHSF2EG77B93AXWW071YVT,1,3047111,2025-03-31 06:35:11 UTC,,,
0FVCR355X16JKXMM4SXEK3ZEC3,0,3047111,2025-03-31 08:01:27 UTC,,,
0FVD1BS0TZNBKM8KFVQA21D26B,1,3047111,2025-03-31 16:39:50 UTC,,,
0FVD1C0B4GSXPYD9TX5SQBS3XC,1,3047111,2025-03-31 16:40:14 UTC,,,
0FVD1MWTY8BNYRBSTZ3ACV99C1,1,3047111,2025-03-31 16:55:46 UTC,,,
